ID,Domain,Phylum,Class,Order,Family,Genus,Species
a4341f8004b7b0ccf5d7de3c9c58c148,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,,
ccf802039c2e7dbf89fd13caa5152d48,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured bacterium,uncultured bacterium
21baa733b9208fdc667897bc1cc03a45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,unidentified marine bacterioplankton,unidentified marine bacterioplankton
9a77a8e7fb008811807b4c3feed127a0,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
2ebbad6b576eb58e1a7efcb4f18f4343,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium
17c70ed09fc6a8c3589b0e858a33006e,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,,,
82d9f0157a3dd303cce698e9f90f44f2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured Spirochaeta sp.
fc7a93ad2a9a25dc67e4b9172ce12066,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured Pelagibacterales bacterium,uncultured Pelagibacterales bacterium,uncultured Pelagibacterales bacterium
5eb6b7dcb5c91821165f8ce4eae69b04,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured organism,uncultured organism,uncultured organism
adcaa284f031100aa0155c8aaf88c8db,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,,,
0089057ef85c6a3095eb22a608a44124,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
f1f64d63f0a64dafd6781e1f5903f6cb,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus CC9902,
01c9098cb4facc788e4eb0ee71d4590d,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,,
23828a87b43eedadb7fa63a4cbab6337,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured bacterium,uncultured bacterium
4dc130001798463375f600488424ab3b,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,marine metagenome
beba8fa5196a708390c30d06edcf8d98,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
f69a62d13927adfd2ebe95d8cef76efb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,uncultured alpha proteobacterium
15f190871390e7183a44959359543881,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
b1aba031616dff7b298f95bb53185c72,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,,,
ce39a5a9f4c01fd8fbad693be92b6e01,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured organism,uncultured organism,uncultured organism
adf9ffa631c9096a980dc68d1699f7be,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,
7ca0927ae3519e650b295127d7a53ac2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,bacterium symbiont of Idas sp.
c99b3e69b5f29c0c144489aee7714d71,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,uncultured bacterium,uncultured bacterium,uncultured bacterium
c1730f55905d4ecd8e4816ec8748ad3c,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
f96b0b9dc6e390b252b8ec880c8c4172,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
832f2fc787c2a640aaf75356f9355a54,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7 marine group,uncultured marine bacterium,uncultured marine bacterium
e496c5d9ecebafb9bb409ce0d62bcc2e,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
1b86fe34644f47dc2a6aa6b6ff2d7984,Archaea,Asgardaeota,Odinarchaeia,uncultured crenarchaeote,uncultured crenarchaeote,uncultured crenarchaeote,uncultured crenarchaeote
3dc1a23d573b617caf3783e051c5546c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,Bacteroidales sp. G-GB-S-4-voll
15d86cb3c777dc8526e3f213d05804fb,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured Flavobacteriia bacterium,uncultured Flavobacteriia bacterium
9d951c6e70c3a45e391635391ae42674,Bacteria,Zixibacteria,,,,,
89c9cd35e9e782b33bcb09aa4c4f19db,Bacteria,Schekmanbacteria,uncultured Syntrophobacterales bacterium,uncultured Syntrophobacterales bacterium,uncultured Syntrophobacterales bacterium,uncultured Syntrophobacterales bacterium,uncultured Syntrophobacterales bacterium
562ec2dfdaa7c6f9469af6e9570ccd10,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
8fa27529b704af0b167f2ae3979a4dd2,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
16f48ad4e73be14b9b99d57f32f772b6,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
49560eb0d5b86e58468e5eef46fdbe03,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,bacterium enrichment culture clone 22(2013),bacterium enrichment culture clone 22(2013),bacterium enrichment culture clone 22(2013)
f206aae24ddd4d1a182a320b88219547,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,uncultured Verrucomicrobia bacterium
7ed1253e30eecfae8e3494a479f34eb0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,
01fc4141d379cba8805fd2402ab4de80,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Proboscia indica,Proboscia indica,Proboscia indica
515e85ff4089efad00768dd4fea9e3ee,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured marine bacterium
329d0ccc76a8fc4dfe1be135e3eda18f,Bacteria,Latescibacteria,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
1035c739cf4eac3c37de0b83c5b4ad42,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
84b9f8fafafe1fa5ae8455fd15c6e60f,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured bacterium,uncultured bacterium
9b6661d1d2dc0ca311b876357bc0ba64,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
2cb9df0b5a3235556699d41227ca8b51,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium,uncultured Verrucomicrobia bacterium
fff86ebbd66edef6a754655983a7c52b,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,,
b135a7345fa3b54a9a92d573d785d476,Archaea,Crenarchaeota,Bathyarchaeia,miscellaneous Crenarchaeota group archaeon SMTZ1-55,miscellaneous Crenarchaeota group archaeon SMTZ1-55,miscellaneous Crenarchaeota group archaeon SMTZ1-55,miscellaneous Crenarchaeota group archaeon SMTZ1-55
edb4e809ba661ef899e61cb8a1e1fd84,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,
6bdaca8360e27b2f8097e4d2e4d9f7e3,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured,
47ca87f92289bbc2dff3106b2ed7b143,Bacteria,Marinimicrobia (SAR406 clade),uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium
64f8934e44c54336421963d1d37621fd,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,
621ced06aeecd3e1ad4fc4efe36eefb8,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,uncultured,uncultured gamma proteobacterium
382462cdaa2bc5a9665bf8d3429955a9,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium,uncultured bacterium
11657528d8386cdad41e6f1696c956a8,Bacteria,0.7911627298,,,,,
f7f2e1346848c4ab0bd480ec62157fc2,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,
64ad41b5498cb91261149f8672eb1f0d,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
e8a9d009768831ed9d5bac3df569bbe0,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured gamma proteobacterium
19bd5c143c07f414ff24f60e8b70481a,Bacteria,WS2,,,,,
b5cbe308de10bc70fe12caf14944384c,Archaea,Asgardaeota,Odinarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
69faadd2532c94f9407670084641949b,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium
f883523cd1ec241faba5cca7a95d55e7,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured marine microorganism,uncultured marine microorganism,uncultured marine microorganism,uncultured marine microorganism
e54b711cb666e5c88fd54117012c7ad8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,uncultured Verrucomicrobiae bacterium
776c558abf0e69429078686b04356801,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,
f9ac848c6df3e3651dcf97c50dc0398c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
9ee67dcb31e145f666c4d689541884b5,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,uncultured bacterium
07566f7adf204576b6cbd12f5e020a98,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,
26f0c7bdfc8968c07559685816e5f825,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,,,
3e4f8540016bf097e17364791f741798,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella seminalis ACS-216-V-Col6b
ad97f8a0f9287def07018c4392bfc37f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium
71f07cb297c5d08368fb9b25fee7e01f,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,hydrothermal vent metagenome,hydrothermal vent metagenome,hydrothermal vent metagenome
43bb9d3218a7fe196c39780d88ad931a,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,
70645b33775251e14a6b3c6ecccd7beb,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,
2238b59739f3c42daa0f4a5c69840ee0,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
3f3c2a349f1f870d83b50dd1e285669b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
eb077ea741b65e9b4239b07a67714a3d,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
2cd4aa9b7d5cf049ff4c04c5ada9d6d4,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured Verrucomicrobiaceae bacterium
580d0a7e63bd973ed9fe275a78d36e06,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured marine bacterium,uncultured marine bacterium
6652c87cec455f9303797872b660e950,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
b14e042d7a5397c2ad26c631b1683978,Archaea,Euryarchaeota,Thermoplasmata,SG8-5,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
929743918c9dbc5950f00ea004234ea4,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,
bc85ab82fd127e784eb49ad44e925d38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
dd330e79c0151ae975f7796002f5544d,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,,
ca218f96708190f9703a3cec770d6cb0,Bacteria,Schekmanbacteria,,,,,
9e92dd74bbca8febc544f0169769985f,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
6bf14e9950424476c1a33c634fd7ca63,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureitalea,Aureitalea marina
38f11bacfb8f53ff89afc3631762c3e7,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured Nitrospirae bacterium,uncultured Nitrospirae bacterium,uncultured Nitrospirae bacterium
a63268cc0865a0a05af58d69efe652b3,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium
08c9ec664fbea2307e9c2378b404392e,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium
9a73e3e5cdea0899073459c8f1decc14,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium
37f66a4e68b9f5b5a982a4a04329f16d,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,
b000565b26e2e72e4abe0d9db9cc52e6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
71c1207136875ef20b1536d6350497fb,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,
ea20b49de56a32214a3ae72ba0455cfc,Bacteria,Marinimicrobia (SAR406 clade),,,,,
959604bf1b6bc81cc952a560ebadf2db,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured organism
17069f61c4d5f5861043496f243427d6,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,uncultured bacterium
d704d5c3b89c389366429ce35cbf1121,Bacteria,0.9895348447,,,,,
2dae74d35333e00722091fddfab38488,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,
1e780711f56c268671c46b40e5108d9c,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,
1141186bb41e9931798c63298afe8c55,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis
3344361e1a2544e9a72ffc57eea7e233,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured archaeon TA1c9,uncultured archaeon TA1c9,uncultured archaeon TA1c9
c20487b38893ff10d401169391c1e56d,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
6a4d4ecaff14402217e825a38b7a224d,Archaea,Crenarchaeota,Bathyarchaeia,uncultured crenarchaeote,uncultured crenarchaeote,uncultured crenarchaeote,uncultured crenarchaeote
e4a4bda111bde31548eadd0df630d50a,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,
61fbc84b0b713afe2e84c6e658f015cc,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured organism
da8d3d15c93ef6a28ef8bb2f2d80f457,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,uncultured bacterium,uncultured bacterium
2d1362edddb94ddb361894bf3cdc17d0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,
20bbe82fa3ce08385189b95127e6ab0f,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,
430d00db1338b77d4cddb65184a3bfe1,Archaea,Nanoarchaeaeota,Woesearchaeia,unidentified archaeon,unidentified archaeon,unidentified archaeon,unidentified archaeon
cf6dfbff6e56eaa1e43c6f4338ac738d,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,uncultured,uncultured bacterium
642fde7d2e6d2977657b9769f223fb98,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
48d8037f199465dce8ee74bf7815f101,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,,
81d4116be491220f2fd32918588bc812,Bacteria,Gemmatimonadetes,PAUC43f marine benthic group,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium
1b44193b9fbfd07ced1b66c26c65918a,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium
a452774c255a3731b8496c0f066eeb02,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,
278235aeb474d54d45dd88b1d92f96e5,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
e1b710777267722d1d5efe9a3679387e,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,uncultured bacterium
3d61cc1b2f665cbaeca7b73e80c0368f,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,,
7b5970c4ab37b0aab425dce220d04b35,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,,
20441df17852a421e69ed30bd71e21b1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,uncultured bacterium
c6905f2c10f611afe906c82761ca86b0,Bacteria,Latescibacteria,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
0f5eaf5f1fb285b172484b261ca4f638,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured bacterium
57ae53dc954a960b8335a8dfb9d20ce4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured Cytophagia bacterium
69ce61d5b74c822fa1830ca0e13a8b61,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured Chlorobi bacterium,uncultured Chlorobi bacterium,uncultured Chlorobi bacterium
0f4b3a2f4af22fc16c73c317e79ad1e2,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,,
794fb355c074f4859087f46d403491d7,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured bacterium,uncultured bacterium
c9f82960b0b2fab669aae04536e85693,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured,
932eeef09ff059d4513118f9c882a131,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,,
87d2330254cb9fc5ec2050dda8eac1dd,Archaea,Euryarchaeota,Thermoplasmata,uncultured,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
4ee57dffa84d7f222376268dfdb321de,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,uncultured bacterium
7f508cf04089c34d01b1962ad68f4bc7,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,uncultured bacterium
55b042b3d9fb36bf393a7166d9fb8aeb,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,,
fe7557cc7a78c4cb7035655019242bc7,Bacteria,0.9997476658,,,,,
3ced4a33a486f48cce56c426c4135e5b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured bacterium,uncultured bacterium
a25467414f0143b36e75988b45d8fd07,Bacteria,0.9999998314,,,,,
558da600341d604504abe06f82d21caf,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
520ddec438b3397f90dcb54f5df6a06b,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,,
71b15bc17f52d458d9b1394372045bdf,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,,,,
2364a0b2f678efb0ef52c22157c74b9a,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,
700ecc587db1fc1a6bdeee2d87503fcc,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
689c70670876e649e5975aaa67b7268c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,
878c8d21c753268dbd09f81fc0b3d6c4,Bacteria,Zixibacteria,,,,,
efc886c319c52908b7de1170c3d958c9,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured marine eukaryote
e99a6d2250304306753c1fc2820b09d3,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,,,
bd0d7d38cbe611052fca939c8b5b3c67,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured organism,uncultured organism
3af82b612a06d10d820c43cb978f5667,Bacteria,Actinobacteria,WCHB1-81,,,,
68f89f882fea49e15462b9adbba12fd5,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,
fe805f1b7534c0cace3722b55af44984,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group,Francisellaceae bacterium
3cad5b324a57822ba4c2830b93cd43c5,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,
af85799afce6c46f8d07fa1d2adae6c6,Bacteria,0.9999968793,,,,,
62668147b3bd5c8a002254b5939b4dad,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured Thermoplasmata archaeon,uncultured Thermoplasmata archaeon,uncultured Thermoplasmata archaeon
76ce9ea109dd2609d85ace70fd9f29da,Bacteria,0.9997583104,,,,,
f83f12d53a230c8c44691f00ed6cef9a,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured marine bacterium,uncultured marine bacterium
f7c392df6cf355d438dc63ce9780ec2e,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
f3e346199a422047a40fea8f217f6be2,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured organism,uncultured organism
cd0bdd156388d33e4278eaf56a832d99,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,
e06bb2f150f5e78106033a05611ae3b2,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,marine metagenome,marine metagenome
ce7b867222fef429ca8d47edb909eebe,Bacteria,Latescibacteria,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium,uncultured Latescibacteria bacterium
5bcba0b4a4a4f571fc0ea26e31d97230,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium
fc476cc00f6ec06150ae679991bd1d76,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,uncultured organism
3e1517813d9a0018dcc7e16469c4ac3c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
b656ab55e5f3e6a43e32436b58e03eb5,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
dcd5b0cc7d71aeff1bc085f23df97f3d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured Hyphomicrobium sp.
ed3d6faca5055f2294f9b0ee1ae285bd,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,
17203ea967be0d4801d33d7428ad14b7,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,,,
0053855c29ba3e50c175d128b6a698d9,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,,,
591f7ed6d99aabee9972dea7dd1c395b,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Anabaena HBU1,Anabaena sp. HBU1
d4f8658ebd31504329eeef7f9c2f8e68,Bacteria,Actinobacteria,Actinobacteria,PeM15,,,
f868a3bc606879991a6cf5f4bef0a27e,Bacteria,Chloroflexi,Anaerolineae,,,,
cb5134c0eef74c8c217708e770010faa,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured marine bacterium
dc1658c862359b82b40e688ce916d71e,Bacteria,Cloacimonetes,Cloacimonadia,MSBL2,Cloacimonetes bacterium SCGC AAA252-N14,Cloacimonetes bacterium SCGC AAA252-N14,Cloacimonetes bacterium SCGC AAA252-N14
b8928d3eb57f0797b41c1d55125891d7,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
c699f7a468a6123e7de944ade866872e,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,
27f8948542a24fd98f8e3bd53d6eeec2,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,uncultured bacterium
7c2dd96dcbd7084a39b98eadaa0c5a94,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
2667c687f45c67399f0dfb34875621b2,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,
e9b689158497e9f5ca55925b09a4268b,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium,uncultured bacterium
62005eee6181675ff6d523ec2c031906,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Sphingobacteriia bacterium,uncultured Sphingobacteriia bacterium
532d1b6d3a28042842b0790dadcccf11,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured planctomycete
ef4829d5203c0d642b3108028e2e4f1f,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,uncultured bacterium,uncultured bacterium
92e75ae823f358d017a53ac2c20707d0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,
4ead4bbe2a061c00603fb06a99f5cb3c,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,uncultured Deferribacteres bacterium,uncultured Deferribacteres bacterium
db09ff6006fb079d9ca85e308d63e549,Bacteria,Acidobacteria,Subgroup 21,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
421db28fc06b23674d027713929aa885,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,
bd6ad3e7276ef8452616908d3c3c2862,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
